Мына пычакъ, санчкъы ве къашыкълар;Вот ножи, вилки и ложки
Шинген паста;Жидкая каша
Семиз эт;Жирное мясо
Кереги киби пиширильмеген пирнич;Недоваренный рис
Мантар туршусы;Солёные грибы
Тазе кефир;Свежий кефир
Банка;Банка
Къуту;Банка
Куфьте;Биточки
Куфьте;Тефтели
Чырлама;Блины
Тепси;Блюдце
Булка;Булочка
Сорпа;Бульон
Тавукъ сорпасы;Куриный бульон
Пиширмек;Варить
Къайнатмакъ;Варить
Йымырта тели;Венчик
Санчкъы;Вилка
Шарап;Вино
Ракъы;Водка
Эсас емек;Главное блюдо
Сыджакъ къавалтылар;Горячие закуски
Мантарлар;Грибы
Сюнгер ювгъуч;Губка для мытья посуды
Татлы;Десерт
Сюзгюч;Дуршлаг
Къавурмакъ;Жарить
Къавурма;Жаркое
Мезе;Закуски
Къавалты;Закуски
Къазан;Кастрюля
Паста;Каша
Къаве;Кафе
Кефир;Кефир
Хошаф;Компот
Кескин къаве;Крепкий кофе
Шинген къаве;Некрепкий кофе
Къаймакълы къаве;Со сливками кофе
Джезве;Кофеварка
Къаве дегирмени;Кофемолка
Къавехане;Кофейня
Къаве;Кофейня
Къапакъ;Крышка
Гугюм;Кувшин
Йыбрыкъ;Кувшин
Бардакъ;Кувшин
Ашхане долапчыгъы;Кухонный шкафчик
Ашхане эшьясы;Кухонная утварь
Буз;Лёд
Пите;Лепёшка
Къашыкъ;Ложка
Куречик;Лопатка
Чанакъ;Миска
Исси сют;Тёплое молоко
Сувукъ сют;Холодное молоко
Кесильген сют;Скисшее молоко
Сют коктейли;Молочный коктейль
Этли емеклер;Мясные блюда
